ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,NEWCollabToolsWantToWorkWith
63083,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,18,22,"Developer, full-stack;DevOps specialist",72120.0,Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;R;SQL,Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Elasticsearch;MongoDB;Microsoft SQL Server;Oracle;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;Windows,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows,Angular/Angular.js;ASP.NET;Express;Flask;jQuery;React.js;Spring;Vue.js,Express;Flask;React.js;Spring;Vue.js,,MacOS,37.0,Man,Ansible;Chef;.NET;.NET Core;Node.js;Puppet,Ansible;.NET;.NET Core;Node.js;React Native;TensorFlow,Hobby,
63112,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",5,7,DevOps specialist,,Bash/Shell/PowerShell;Java;JavaScript;SQL;VBA,Bash/Shell/PowerShell;SQL,Other(s):,Other(s):,IBM Cloud or Watson;Linux,Docker;IBM Cloud or Watson;Kubernetes;Linux,Express;jQuery,React.js,,Linux-based,,Woman,Ansible,Ansible;Node.js,,
63139,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,4,5,"Developer, back-end",12456.0,Java;JavaScript,Java;JavaScript;Scala,Couchbase;MySQL;PostgreSQL,MySQL;PostgreSQL,,AWS;Docker;Kubernetes,Angular/Angular.js;Ruby on Rails;Vue.js,Vue.js,,MacOS,25.0,Man,Node.js,Node.js,Hobby,
63308,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,8,10,"Developer, back-end",27864.0,PHP,Go;Python,MySQL,DynamoDB;Elasticsearch;Redis,AWS;Docker;Google Cloud Platform;iOS;Linux;Slack;Windows,AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Slack,Other(s):,Laravel,,Linux-based,30.0,Man,Ansible,Ansible;Flutter,Hobby;Contribute to open-source projects,
63316,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,,9,DevOps specialist;System administrator,12456.0,,,Elasticsearch;PostgreSQL,PostgreSQL,Docker;Kubernetes;Linux;Microsoft Azure;Slack;WordPress,Docker;Kubernetes;Linux;Slack,,,,Linux-based,27.0,Man,Ansible;Apache Spark,Ansible,Hobby;Contribute to open-source projects,
63360,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,2,6,"Developer, back-end;Developer, game or graphics",16392.0,Bash/Shell/PowerShell;C;C++;Python;SQL,Bash/Shell/PowerShell;Go;JavaScript;Python;Ruby;Rust,MariaDB;PostgreSQL,Elasticsearch;MariaDB;PostgreSQL,Docker;Linux;Windows,AWS;Docker;Kubernetes;Linux;Windows,Django,Django;Flask;Ruby on Rails,,Linux-based,23.0,Woman,Puppet,Ansible;Node.js;Puppet;Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
63375,I am a developer by profession,Employed full-time,Associate degree,100 to 499 employees,9,10,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Educator;Student",27864.0,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Couchbase;Firebase;MongoDB;Microsoft SQL Server;MySQL;SQLite,Couchbase;Elasticsearch;Firebase;MongoDB;Microsoft SQL Server;Redis,Android;AWS;Google Cloud Platform;Heroku;Kubernetes;Slack;Windows,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Linux;Microsoft Azure;Slack;Windows,Angular/Angular.js;ASP.NET;Express;jQuery;React.js,ASP.NET;Express;React.js,,Windows,27.0,Man,Cordova;.NET;.NET Core;Node.js;React Native;Xamarin;Other(s):,.NET;.NET Core;Node.js;React Native;Other(s):,Contribute to open-source projects,
63441,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,20,20,"Developer, full-stack",65568.0,C++;Other(s):,C++;Other(s):,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Other(s):,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Other(s):,Android;Arduino;iOS;MacOS;Windows,Android;Arduino;iOS;MacOS;Windows,Other(s):,Other(s):,,Windows,45.0,Man,Other(s):,Other(s):,Contribute to open-source projects,
63450,I code primarily as a hobby,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,,3,Student,,C#,C++;C#;Java,MySQL,SQLite,Windows,Android;Windows,,,,Windows,21.0,Man,.NET,Flutter;.NET;Unity 3D,Hobby,
63486,"I am not primarily a developer, but I write code sometimes as part of my work","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,5,5,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Scientist",,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP;Python,DynamoDB;MongoDB;MySQL,MongoDB,AWS;Google Cloud Platform;WordPress,AWS;Google Cloud Platform,Angular/Angular.js;Drupal;jQuery;Laravel,Express;React.js,,MacOS,36.0,Man,Apache Spark;Node.js,Node.js,Hobby;Contribute to open-source projects,
63495,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",14,19,"Developer, full-stack",136595.0,C#;Erlang;F#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;Oracle,Redis,Android;AWS;Heroku;iOS;Microsoft Azure;Slack;Windows,Android;iOS;Microsoft Azure;Windows,ASP.NET;jQuery,jQuery,,Windows,31.0,Man,.NET;Node.js;Unity 3D,.NET;.NET Core;Unity 3D,Hobby,
63577,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,20,5,Data or business analyst;Data scientist or machine learning specialist,13116.0,C++;Python;R,Assembly;Python;R;SQL,,Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;Oracle,,,,,,Windows,22.0,Man,TensorFlow,Apache Spark;Hadoop;TensorFlow,Hobby;Contribute to open-source projects,
63683,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,14,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineering manager;Product manager",32784.0,Go;Java;JavaScript;Python;Ruby;SQL,Go;JavaScript;Python;Ruby;SQL,MariaDB;Oracle;PostgreSQL;Redis;SQLite,Elasticsearch;Oracle;PostgreSQL;Redis;SQLite,Docker;Linux,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,jQuery;Ruby on Rails;Spring,Ruby on Rails,,Linux-based,32.0,Man,Pandas;Puppet,Ansible;Pandas;TensorFlow,Contribute to open-source projects,
63713,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",5,7,"Developer, front-end;Developer, full-stack;Developer, mobile",24000.0,HTML/CSS;Java;JavaScript;Swift;TypeScript,Kotlin;SQL,Firebase;SQLite,Firebase;SQLite,Android;Google Cloud Platform;iOS,Android;AWS;Google Cloud Platform;Heroku;iOS,Angular/Angular.js;jQuery,Express;React.js,,MacOS,33.0,Man,Cordova,Flutter;Node.js;React Native,Hobby,
63735,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",8,9,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;DevOps specialist",,Bash/Shell/PowerShell;C;C++;Python,Bash/Shell/PowerShell;C;C++;Clojure;Elixir;Python;Rust,MySQL,,Docker;Linux,Docker;Linux,Other(s):,,,Linux-based,35.0,Man,,,Hobby;Contribute to open-source projects,
63742,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,21,4,"Developer, back-end;Developer, front-end;Student",12132.0,Java;JavaScript;SQL,Java;JavaScript;Kotlin;Python;R;Ruby;SQL,MySQL;PostgreSQL;SQLite,Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,Arduino;Linux,Android;AWS;Heroku;Linux;Raspberry Pi;Slack;WordPress,React.js;Spring;Vue.js,Angular/Angular.js;Django;Flask;React.js;Ruby on Rails;Spring,,Linux-based,25.0,Man,Cordova,Node.js;Pandas;React Native;TensorFlow,,
63771,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,4,4,"Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",11472.0,Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift,Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;Swift,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL,Android;Heroku;iOS;Slack;WordPress,Android;AWS;Docker;Heroku;iOS;Kubernetes;MacOS;Slack,Angular/Angular.js;jQuery;Laravel;Spring,ASP.NET;Django;Express;Laravel;React.js;Ruby on Rails;Spring;Vue.js,,MacOS,,Man,Flutter;Node.js,Flutter;.NET Core;Node.js;React Native,Hobby;Contribute to open-source projects,
63791,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,19,10,"Academic researcher;Data scientist or machine learning specialist;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;Scientist;Student;System administrator",4920.0,HTML/CSS;JavaScript;PHP,JavaScript;PHP;Python,MySQL,PostgreSQL,AWS;Linux;Windows;WordPress,Android;AWS;Google Cloud Platform;iOS;Linux,jQuery;Laravel;React.js;Vue.js,Django;Flask;jQuery;Laravel;Vue.js,,Windows,25.0,Man,Node.js;Xamarin,Node.js;React Native;Unity 3D;Xamarin,Hobby;Contribute to open-source projects,
63818,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,7,9,DevOps specialist;Student;System administrator,29508.0,Bash/Shell/PowerShell;Java;Python,Bash/Shell/PowerShell;Go;Python,MySQL;Oracle,Cassandra;Elasticsearch;MongoDB;Redis,Linux,Docker;Kubernetes;Linux;Windows,,Angular/Angular.js;Django;Flask,,Linux-based,32.0,Man,Pandas,Ansible;Node.js;Pandas;Puppet,Hobby;Contribute to open-source projects,
63865,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",500 to 999 employees,12,14,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, game or graphics",23604.0,C#;HTML/CSS;Java;JavaScript;PHP;SQL,C#;HTML/CSS;Java;JavaScript;PHP;SQL,Oracle;PostgreSQL,MongoDB;PostgreSQL,Android;iOS,Docker;Heroku;Raspberry Pi,Angular/Angular.js;React.js;Spring,React.js;Vue.js,,Windows,29.0,Man,Node.js;React Native;Unity 3D,Node.js;React Native;Unity 3D,Hobby;Contribute to open-source projects,
63933,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",16,19,"Developer, full-stack",,C#;Java;JavaScript;Swift,C#;Elixir;F#;JavaScript;Scala,Cassandra;Microsoft SQL Server;MySQL,Cassandra;DynamoDB;Redis,Android;Linux;Microsoft Azure;Windows,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure,Angular/Angular.js;ASP.NET;jQuery;Spring,ASP.NET;React.js;Spring;Vue.js,,Linux-based,37.0,Man,.NET;.NET Core;Puppet;Xamarin,.NET Core,Hobby;Contribute to open-source projects,
63964,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,18,18,"Database administrator;Developer, back-end;Senior executive/VP;System administrator",,Ruby;SQL,Go,Microsoft SQL Server;PostgreSQL,Elasticsearch;Microsoft SQL Server;PostgreSQL,AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi,AWS;Docker;Linux;MacOS;Raspberry Pi,Ruby on Rails,Ruby on Rails,,MacOS,35.0,Man,,Flutter;Pandas;TensorFlow,Hobby;Contribute to open-source projects,
64078,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,10,12,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",64200.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL;Redis,PostgreSQL,Android;Docker;iOS;MacOS;Slack;Windows,Docker;Slack;Windows,Angular/Angular.js;Express;React.js,Express;React.js,,Windows,30.0,Man,Node.js;Other(s):,.NET;.NET Core;Node.js;React Native,Hobby;Contribute to open-source projects,
64103,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,2-9 employees,8,11,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",11472.0,HTML/CSS;JavaScript;PHP,Elixir;Erlang;Kotlin;Scala;TypeScript,Firebase;MySQL,Elasticsearch;MySQL;PostgreSQL,Linux,AWS;Linux,Express;Laravel;React.js,Express;Laravel;React.js,,Linux-based,27.0,,,,Hobby,
64104,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,18,20,"Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;Engineer, data;System administrator",12132.0,C++;C#;Erlang;Java;JavaScript;PHP;Python;R;SQL;TypeScript;VBA,C++;C#;JavaScript;Kotlin;Objective-C;PHP;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,PostgreSQL,Docker;Linux;MacOS,Linux;MacOS,Angular/Angular.js;ASP.NET;jQuery;Laravel;React.js;Vue.js,Flask;jQuery;Laravel;React.js;Vue.js,,Linux-based,37.0,Man,Apache Spark;Cordova;.NET;.NET Core;Node.js;React Native,Cordova;Hadoop;.NET Core;Node.js;React Native;Xamarin,Hobby;Contribute to open-source projects,
64218,I code primarily as a hobby,Employed full-time,Some college/university study without earning a degree,,,Less than 1 year,Student,,Bash/Shell/PowerShell;Python,Assembly;Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python,,,Linux;Windows,Android;Arduino;Linux;Raspberry Pi;Windows,,Django;Flask;jQuery,,Linux-based,19.0,Man,,,Hobby;Contribute to open-source projects,
64280,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",10,10,"Developer, full-stack",,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Docker;Heroku;iOS;Linux;MacOS;Windows,Android;AWS;Docker;iOS;Linux;MacOS;Windows,Angular/Angular.js;Express;jQuery;React.js;Spring,Angular/Angular.js;Django;Express;jQuery;React.js;Spring,,Windows,,Man,Node.js,Apache Spark;Cordova;.NET;.NET Core;Node.js;Pandas;React Native,Hobby;Contribute to open-source projects,
64321,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,2,3,"Developer, full-stack;Student",9840.0,Bash/Shell/PowerShell;C#;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL,Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL,Docker;Heroku;Linux;MacOS;Raspberry Pi;Slack,Docker;Heroku;Linux;MacOS;Raspberry Pi;Slack,ASP.NET;Express;jQuery;Vue.js,Express;React.js;Vue.js,,Linux-based,22.0,Man,.NET Core;Node.js,Flutter;Node.js;React Native,Hobby;Contribute to open-source projects,
64322,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,23,35,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;System administrator",49176.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python,Java;JavaScript;Kotlin;Python;Scala,Microsoft SQL Server;Oracle,Oracle,Docker;Linux;MacOS;Slack,Docker;Linux;MacOS;Slack,jQuery;Spring,jQuery;Spring,,Linux-based,47.0,Man,,Node.js,Hobby;Contribute to open-source projects,
64395,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,2,4,"Developer, full-stack",22944.0,HTML/CSS;Java;JavaScript,HTML/CSS;JavaScript;Python,MySQL,MySQL,Android;AWS;Slack;Windows,AWS;Heroku;Linux,jQuery;Spring,jQuery;React.js;Vue.js,,Windows,21.0,Man,,React Native,Hobby,
64455,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,6,9,"Developer, full-stack;Marketing or sales professional",22944.0,C#;HTML/CSS;JavaScript;PHP;SQL,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;Oracle,MongoDB;Microsoft SQL Server;MySQL,Microsoft Azure;Slack;Windows;WordPress,AWS;Docker;Slack;Windows;WordPress,Angular/Angular.js;ASP.NET;Vue.js,Angular/Angular.js;ASP.NET;Vue.js,,Windows,27.0,Man,.NET;Xamarin,.NET;.NET Core;Xamarin,Hobby;Contribute to open-source projects,
64473,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,5,11,"Developer, full-stack",28188.0,HTML/CSS;Java;JavaScript;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,DynamoDB;MongoDB,MongoDB;MySQL;PostgreSQL,AWS;Docker,AWS;Docker,React.js;Spring;Vue.js,Spring;Vue.js,,Linux-based,25.0,Man,,,Hobby,
64504,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,3,7,"Developer, full-stack",7872.0,HTML/CSS;Java;JavaScript;SQL,C#;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;PostgreSQL,Elasticsearch;Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Linux;Microsoft Azure;Windows,Android;Arduino;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;Slack;Windows,Angular/Angular.js;jQuery;Spring,ASP.NET;jQuery;React.js;Spring,,Linux-based,22.0,Woman,Apache Spark,.NET;.NET Core;Node.js;React Native;Unity 3D;Unreal Engine,Contribute to open-source projects,
64524,I am a developer by profession,Employed full-time,I never completed any formal education,"1,000 to 4,999 employees",5,7,"Developer, mobile",44256.0,Bash/Shell/PowerShell;C;Clojure;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;Ruby;Scala;Swift;TypeScript,Assembly;C;C#;Clojure;Dart;F#;Go;JavaScript;Kotlin;Python;Rust;Scala;Swift;TypeScript;WebAssembly,Cassandra;DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,DynamoDB;Elasticsearch;Redis;SQLite,Arduino;AWS;Docker;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack,Arduino;AWS;Heroku;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack,Express;React.js;Vue.js,Express;React.js;Vue.js,,MacOS,24.0,Man,Ansible;Apache Spark;Node.js;Pandas;React Native,Ansible;Apache Spark;Flutter;Node.js;Pandas;React Native;TensorFlow;Xamarin,Hobby;Contribute to open-source projects,
64526,I am a student who is learning to code,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,,5,Data scientist or machine learning specialist;Student,,Java;Python;VBA,C#;Python,DynamoDB;Firebase;MySQL;PostgreSQL,,Windows,Windows,,,,Windows,30.0,Man,Cordova,Hadoop,Hobby;Contribute to open-source projects,
64547,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Associate degree,20 to 99 employees,6,9,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Python;Ruby;SQL,Bash/Shell/PowerShell;Dart;HTML/CSS;JavaScript;Python;Rust;SQL;WebAssembly,Firebase;MongoDB;PostgreSQL;SQLite,Firebase;MongoDB;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Heroku;iOS;Linux;MacOS,Android;AWS;Docker;Heroku;iOS;Linux;MacOS,Django;Express;jQuery;React.js;Ruby on Rails,Django;Express;React.js;Vue.js,,MacOS,24.0,Man,Node.js;React Native,Ansible;Node.js;React Native;TensorFlow,Hobby;Contribute to open-source projects,
64562,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,20,9,"Developer, desktop or enterprise applications;Developer, full-stack",12456.0,Java;JavaScript;Other(s):,Java;JavaScript,MariaDB;Other(s):,MongoDB,Android;Docker;Windows,Android;Docker;Windows,React.js;Vue.js,Vue.js,,Windows,25.0,Man,,,,
64634,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,6,13,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Product manager",24724.0,Bash/Shell/PowerShell;C;C++;Elixir;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript,C;Elixir;Go;Kotlin;Python;Ruby;Rust;SQL;TypeScript;WebAssembly,PostgreSQL;SQLite,Cassandra;Elasticsearch;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,Vue.js,Spring;Vue.js,,Linux-based,24.0,Man,Ansible;Node.js;Pandas,Ansible;Apache Spark;Node.js;Pandas;TensorFlow;Torch/PyTorch;Unreal Engine,Contribute to open-source projects,
64712,I code primarily as a hobby,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",,8,"Academic researcher;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, mobile;Student",,C++;C#;Java;PHP;Python;SQL,Assembly;C;C++;C#;HTML/CSS;Java;PHP;SQL;VBA,DynamoDB;MySQL,DynamoDB;Firebase;MySQL;SQLite,Android;Arduino;Raspberry Pi;Windows,Android;Arduino;iOS;Raspberry Pi;Windows,,,,Windows,19.0,Man,,,Hobby;Contribute to open-source projects,
64727,I am a student who is learning to code,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,4,,,C#;Java;SQL,Java;Python;SQL,MySQL,MySQL,Windows,Android;Linux;Windows,ASP.NET,,,Windows,16.0,Man,,React Native;TensorFlow;Unreal Engine,Hobby;Contribute to open-source projects,
64750,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,1,2,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;Student",10332.0,HTML/CSS;JavaScript;Python;Swift,C;Go;HTML/CSS;JavaScript;Python;Swift;TypeScript,Firebase;PostgreSQL;Redis;SQLite,Elasticsearch;Firebase;PostgreSQL;Redis;SQLite,Heroku;iOS;Linux;MacOS;Slack,Arduino;Heroku;iOS;Linux;MacOS;Raspberry Pi;Slack,Django;React.js,Angular/Angular.js;Django;Flask;React.js;Vue.js,,Linux-based,20.0,Woman,,React Native,Hobby;Contribute to open-source projects,
64827,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",10,14,"Developer, back-end;Developer, full-stack",16392.0,C#;HTML/CSS;SQL,C#;Python;SQL,Microsoft SQL Server,Microsoft SQL Server,,,ASP.NET,ASP.NET,,Windows,,Man,.NET,.NET;.NET Core;Unity 3D,,
64833,I am a developer by profession,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,2,8,"Academic researcher;Database administrator;Developer, full-stack;Developer, mobile;Scientist;System administrator",2460.0,C;C++;JavaScript;PHP;Python;SQL;Other(s):,Dart;Kotlin;Python;Rust;TypeScript;Other(s):,MySQL;PostgreSQL;SQLite,Firebase;MongoDB;PostgreSQL;SQLite,AWS;Google Cloud Platform;Linux;Raspberry Pi;Windows;WordPress,Android;Arduino;Docker;iOS;Linux;Raspberry Pi,Django;Flask;jQuery,Django;Flask;React.js,,Linux-based,27.0,Man,,Flutter;React Native;TensorFlow;Unity 3D,Hobby;Contribute to open-source projects,
64900,I am a developer by profession,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,1,4,"Developer, back-end;Developer, full-stack;Developer, mobile",2136.0,C;HTML/CSS;Java;JavaScript;SQL;TypeScript,Dart;HTML/CSS;JavaScript;SQL;TypeScript,Firebase;MongoDB;MySQL;PostgreSQL,Firebase;MongoDB;MySQL;PostgreSQL,Android,Android;iOS;Linux;MacOS,Express;React.js,Express;React.js;Vue.js,,Linux-based,,Man,Node.js;React Native,Flutter;Node.js;React Native,Hobby;Contribute to open-source projects,
64929,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,10,11,"Developer, mobile",28788.0,Java;Kotlin,Java;JavaScript;Kotlin,SQLite,MongoDB;MySQL;SQLite,Android,Android;Docker,,React.js,,Linux-based,32.0,Woman,,Flutter;Node.js,Hobby;Contribute to open-source projects,
