ResponseId,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,DevEnviron,OpSys,Age,Gender,CodingActivities,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MainBranch
80360,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,6-8 years,Designer;Game or graphics developer;Mobile developer;Student,,C;C++;Java;SQL,C;C++;C#;Java;JavaScript;Kotlin;HTML;CSS,,,Android;Linux;Windows Desktop or Server,Android;Gaming console;Windows Desktop or Server,,,Android Studio;IntelliJ;NetBeans;Visual Studio,Windows,18 - 24 years old,"Non-binary, genderqueer, or gender non-conforming",Hobby;Contribute to open-source projects,,,,,
80662,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,0-2 years,6-8 years,Full-stack developer,22452.0,C;Go;Haskell;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Go;Haskell;JavaScript;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite;Neo4j,PostgreSQL,Heroku;Linux;Firebase,Heroku;Linux,React,,Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
80877,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,0-2 years,Back-end developer;Database administrator;Designer;Front-end developer;System administrator,,JavaScript;PHP;SQL;HTML;CSS,JavaScript;PHP;Python;Ruby;SQL;HTML;CSS,MySQL;Apache HBase,MySQL;PostgreSQL;SQLite;MariaDB;Apache HBase,Google Home,Google Home,,Angular;Node.js,Atom,Windows,,,Contribute to open-source projects,,,,,
81997,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,12-14 years,15-17 years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer",22452.0,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,PostgreSQL,PostgreSQL,Android;Linux;Mac OS;WordPress,Android;Linux;Mac OS;WordPress,Spring,Spring,Eclipse;NetBeans;Notepad++;Vim,Linux-based,25 - 34 years old,Male,Contribute to open-source projects,,,,,
82526,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,12-14 years,18-20 years,Back-end developer;Database administrator;Embedded applications or devices developer;Full-stack developer;Mobile developer;System administrator,,C#;Java;JavaScript;Perl;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,PHP,"Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Memcached;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",MySQL,Android;AWS;Azure;Linux;Windows Phone;Firebase,Android;AWS;Azure;Google Cloud Platform/App Engine;Linux;Raspberry Pi;Firebase,Angular;.NET Core;Node.js;Cordova;Xamarin;Spring,Angular;.NET Core;Xamarin,Android Studio;Eclipse;Notepad++;Vim;Visual Studio;Visual Studio Code;Zend,Windows,,,Contribute to open-source projects,,,,,
82861,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,21-23 years,24-26 years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Database administrator",67368.0,C;Go;PHP;Python;SQL;Bash/Shell,C;Go;SQL;Bash/Shell,PostgreSQL;Amazon RDS/Aurora,PostgreSQL;Amazon RDS/Aurora,AWS;Linux,AWS;Linux,,,Vim;Visual Studio Code,Linux-based,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
82933,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,6-8 years,6-8 years,Database administrator;Desktop or enterprise applications developer;Full-stack developer;Mobile developer;Student;System administrator,26196.0,Go;Java;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,Java;JavaScript;TypeScript;Kotlin;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite;Neo4j,MongoDB;MySQL;PostgreSQL;SQLite;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora;Neo4j,AWS;Linux;Mac OS,AWS;Linux;Mac OS,Angular;Node.js;Spring,Angular;Node.js;Spring,Eclipse;IntelliJ;Sublime Text,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
83336,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,3-5 years,3-5 years,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Educator or academic researcher;Front-end developer;Student,,C;C#;Java;Objective-C;PHP;HTML;CSS,JavaScript;PHP;HTML;CSS,SQL Server;MySQL;PostgreSQL,SQL Server;MySQL;PostgreSQL,,Android;Arduino;Azure;iOS,,Angular;Node.js;React;Xamarin,Atom;PHPStorm;Visual Studio;Visual Studio Code,Windows,18 - 24 years old,Male,Contribute to open-source projects,,,,,
83426,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,0-2 years,6-8 years,Back-end developer;Database administrator;Student,,C#;Java;JavaScript;PHP;Python;SQL;Swift;HTML;CSS,C++;C#;JavaScript;PHP;Python;SQL;HTML,MySQL,MongoDB;MySQL,iOS;Mac OS;Windows Desktop or Server,Mac OS;Windows Desktop or Server,Angular;Django;Node.js,Node.js,IntelliJ;PHPStorm;PyCharm;Sublime Text,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
84076,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,18-20 years,18-20 years,Back-end developer,49776.0,Java;JavaScript;SQL,Java;JavaScript;SQL,PostgreSQL;Oracle,,Google Home;Heroku;Firebase,Android;Google Cloud Platform/App Engine;Google Home;Raspberry Pi;Firebase,Node.js,Node.js;React,Eclipse;Sublime Text,MacOS,35 - 44 years old,Male,Contribute to open-source projects,,,,,
84109,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,9-11 years,9-11 years,Back-end developer;Full-stack developer;System administrator,,JavaScript;Python;Ruby;HTML;CSS,Clojure;Erlang;F#;Scala;TypeScript,MongoDB;PostgreSQL;Elasticsearch,PostgreSQL;Elasticsearch,AWS;Linux;Mac OS,AWS;Linux;Mac OS,React,React;TensorFlow,Vim;Visual Studio Code,MacOS,,,Contribute to open-source projects,,,,,
84144,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,6-8 years,,,1000000.0,Java;JavaScript;SQL;HTML,Java;JavaScript;SQL;HTML,MySQL;PostgreSQL;Oracle,Oracle,,,Angular;Spring,Angular;Spring,Eclipse,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
84166,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,24-26 years,24-26 years,Full-stack developer;Mobile developer,37428.0,C#;Java;JavaScript;Delphi/Object Pascal;HTML;CSS,JavaScript;Delphi/Object Pascal,MySQL;SQLite,MongoDB;MySQL,Android;iOS;Windows Desktop or Server;Firebase,Android;iOS;Mac OS;Raspberry Pi;Windows Desktop or Server;Firebase,,,Android Studio;Visual Studio,Windows,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
84223,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,30 or more years,30 or more years,Back-end developer;Desktop or enterprise applications developer;Engineering manager,86088.0,Assembly;C;C++;C#;Java;JavaScript;PHP;SQL;VB.NET;Visual Basic 6,C#;PHP;SQL,SQL Server;MySQL,MySQL,Arduino;Gaming console;Raspberry Pi,,,,Notepad++;Visual Studio;Visual Studio Code,Windows,55 - 64 years old,Male,Contribute to open-source projects,,,,,
84627,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,18-20 years,30 or more years,Full-stack developer;Mobile developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
85038,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,12-14 years,12-14 years,Full-stack developer;Mobile developer,27450.0,C#;JavaScript;SQL;Swift;Visual Basic 6;HTML;CSS,C++;C#;JavaScript;Rust;SQL;Swift;HTML;CSS,SQL Server,"Cassandra;MongoDB;SQL Server;SQLite;Apache HBase;Microsoft Azure (Tables, CosmosDB, SQL, etc)",iOS;Mac OS;Windows Desktop or Server;Windows Phone,Arduino;Gaming console;iOS;Mac OS;Windows Desktop or Server;Windows Phone,.NET Core,.NET Core;Xamarin,Sublime Text;Visual Studio;Visual Studio Code;Xcode,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85186,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,3-5 years,9-11 years,Game or graphics developer;Mobile developer;Student,3119.0,Java;JavaScript;Python;SQL;Kotlin;HTML;CSS,Java;JavaScript;Python;SQL;Kotlin;HTML;CSS,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite;Google Cloud Storage,Android;Heroku,Android;Gaming console;Google Cloud Platform/App Engine;Google Home;Heroku;Firebase,Node.js,Node.js;TensorFlow,Android Studio;IntelliJ;Sublime Text,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
85196,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,15-17 years,15-17 years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Database administrator;Front-end developer;Full-stack developer;System administrator",,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Java;JavaScript;PHP;Rust;SQL;Kotlin;HTML;CSS;Bash/Shell,PostgreSQL,PostgreSQL;Elasticsearch,Arduino;AWS;ESP8266;Linux;Raspberry Pi,AWS;ESP8266;Linux;Raspberry Pi;Serverless,Node.js,Node.js;React;Spring,Atom;NetBeans;Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85331,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,6-8 years,9-11 years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Front-end developer;Product manager",,C#;JavaScript;SQL,C#;JavaScript;SQL;TypeScript,MySQL;Amazon RDS/Aurora,MySQL;SQLite;Amazon RDS/Aurora,AWS;Azure;iOS;Windows Desktop or Server,Android;AWS;iOS;Windows Desktop or Server,.NET Core,.NET Core;React;Xamarin,Notepad++;Visual Studio;Visual Studio Code;Xcode,Windows,55 - 64 years old,Male,Contribute to open-source projects,,,,,
85801,"Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, etc.)",,6-8 years,9-11 years,Back-end developer;Data or business analyst;Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;System administrator,,C++;C#;JavaScript;SQL;HTML;CSS,,SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB,,Android;Arduino;iOS;Windows Desktop or Server,,.NET Core;Node.js;Xamarin,,Android Studio;Notepad++,Windows,25 - 34 years old,Male,Contribute to open-source projects,,,,,
85825,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,9-11 years,15-17 years,Back-end developer;Front-end developer,200000.0,Groovy;JavaScript;PHP;HTML;CSS;Bash/Shell,C#;Groovy;JavaScript;Python;Ruby;HTML;CSS,SQL Server;MySQL;IBM Db2,MySQL,,,Node.js,Node.js;React,IntelliJ;Sublime Text,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85974,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,0-2 years,0-2 years,Back-end developer;Front-end developer;Mobile developer,,Java;JavaScript;PHP;SQL;HTML;CSS,Java;JavaScript;PHP;SQL;HTML;CSS,MySQL,MySQL,Windows Desktop or Server,Windows Desktop or Server,,,Notepad++,Windows,55 - 64 years old,Male,Contribute to open-source projects,,,,,
86061,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,12-14 years,12-14 years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Database administrator;Full-stack developer",37430.0,C;C++;C#;Java;JavaScript;Perl;PHP;Python;SQL;VB.NET;Delphi/Object Pascal;HTML;CSS;Bash/Shell,C#;Lua;PHP;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Google Cloud Storage,"SQL Server;MySQL;SQLite;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Android;iOS;Linux;Raspberry Pi;SharePoint;Windows Desktop or Server;Firebase,Android;iOS;Linux;Windows Desktop or Server,.NET Core;Node.js;React,.NET Core,Atom;Notepad++;Visual Studio,Windows,35 - 44 years old,Male,Contribute to open-source projects,,,,,
86074,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,3-5 years,0-2 years,Back-end developer;Database administrator;Front-end developer;Full-stack developer;Mobile developer,5616.0,Java;JavaScript;PHP;SQL;HTML;CSS,Java;JavaScript;PHP;Python;SQL;Kotlin;HTML;CSS,MySQL;SQLite,MongoDB;MySQL;SQLite,Android,Android,,Angular;Node.js,Android Studio;Sublime Text,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
86143,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,6-8 years,30 or more years,Designer;Front-end developer;Mobile developer,,Swift,Swift,,,Apple Watch or Apple TV;iOS;Mac OS,Apple Watch or Apple TV;iOS;Mac OS,,,Xcode,MacOS,,,Hobby;Contribute to open-source projects,,,,,
87289,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,3-5 years,Back-end developer;Designer;Desktop or enterprise applications developer;Embedded applications or devices developer;Front-end developer;Game or graphics developer;Mobile developer,4860.0,C;C#;JavaScript;PHP;Python;SQL;TypeScript;VB.NET;Visual Basic 6;HTML;CSS,C;C#;Java;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS,SQL Server;MySQL;PostgreSQL;SQLite;Oracle,SQL Server,Android;Azure,Android,Angular;.NET Core;Node.js;Xamarin,Angular;.NET Core;Node.js;Xamarin,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
87498,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,6-8 years,6-8 years,Back-end developer;DevOps specialist;Educator or academic researcher;QA or test developer;Student;System administrator,,C;Go;JavaScript;Perl;Python;R;Ruby;SQL;Bash/Shell,C;Go;Perl;Python;R;Ruby;SQL;Bash/Shell,MongoDB;Redis;PostgreSQL,Elasticsearch,Linux;Raspberry Pi,Linux,,Django,Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
88062,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,30 or more years,30 or more years,"C-suite executive (CEO, CTO, etc.);Desktop or enterprise applications developer;Engineering manager;Full-stack developer;Product manager",26201.0,C;C#;JavaScript;PHP;SQL;Kotlin;HTML;CSS,C++;Rust;TypeScript,MySQL,PostgreSQL,Linux;Windows Desktop or Server,Linux;Raspberry Pi;Windows Desktop or Server,.NET Core,Angular;.NET Core,Visual Studio,Windows,45 - 54 years old,Male,Hobby;Contribute to open-source projects,,,,,
88734,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,9-11 years,12-14 years,Back-end developer;Full-stack developer,85000.0,CoffeeScript;JavaScript;Ruby;HTML;CSS;Bash/Shell,JavaScript;Ruby;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL,Redis;MySQL;PostgreSQL,AWS;Heroku;Mac OS,AWS;Heroku;Mac OS,Node.js;React,Node.js;React,Atom;Sublime Text,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
89013,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,3-5 years,6-8 years,Back-end developer;Mobile developer;Product manager,18720.0,JavaScript,Go;JavaScript;Python,MongoDB;MySQL,MongoDB;Redis;MySQL;PostgreSQL;SQLite;Elasticsearch,Android;iOS,Android;iOS;Firebase,Node.js;React,Node.js;React,Sublime Text;Visual Studio Code;Xcode,MacOS,,,Hobby;Contribute to open-source projects,,,,,
89379,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,9-11 years,9-11 years,Back-end developer;Database administrator;DevOps specialist;Front-end developer;Full-stack developer;QA or test developer;System administrator,37428.0,JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Go;JavaScript;Python;R;Rust;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;Amazon DynamoDB,Redis;PostgreSQL;Amazon DynamoDB,AWS;Heroku;Linux,AWS;Linux;Raspberry Pi,Node.js;React,Angular;Django;Node.js;React;Spark,Sublime Text,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
89850,Employed full-time,Some college/university study without earning a degree,,0-2 years,6-8 years,Designer;Front-end developer;QA or test developer;Student,5616.0,Java;JavaScript;Python;HTML;CSS,Assembly;Erlang;Haskell;Java;JavaScript;Python;Rust;HTML;CSS,,MongoDB;MariaDB,,,,,Eclipse;Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
89873,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,12-14 years,15-17 years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Embedded applications or devices developer;Product manager",,C;C++;Python;Bash/Shell,C;Go;Python;Bash/Shell,,,,,,,Sublime Text,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
90329,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,0-2 years,6-8 years,Educator or academic researcher;Student;System administrator,,C;C++;PHP;Python;SQL;Ocaml;HTML;Bash/Shell,Assembly;C;Ocaml;Bash/Shell,MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,Linux,Linux;Raspberry Pi,Django,,Emacs,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
90458,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,3-5 years,9-11 years,Back-end developer;Database administrator;QA or test developer;System administrator,7488.0,C;C++;Perl;Python;R;Ruby;SQL;Bash/Shell,C;C++;Go;Haskell;Python;SQL;Bash/Shell,PostgreSQL,Cassandra;MongoDB;PostgreSQL;Memcached,Linux,Arduino;AWS;Azure;Linux;Mac OS;Raspberry Pi,,Django,IPython / Jupyter;RStudio;Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
91363,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,0-2 years,3-5 years,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Student;System administrator,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
91419,"Independent contractor, freelancer, or self-employed",Primary/elementary school,,0-2 years,0-2 years,Game or graphics developer;Student,,C#,C#,,,,Android;Windows Desktop or Server,.NET Core,.NET Core,Visual Studio,Windows,,,Hobby;Contribute to open-source projects,,,,,
91579,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,18-20 years,12-14 years,Back-end developer;Data or business analyst;Database administrator;Desktop or enterprise applications developer;Educator or academic researcher;Embedded applications or devices developer;Front-end developer;System administrator,74856.0,SQL;VBA;Visual Basic 6,SQL;VBA;Visual Basic 6,"SQL Server;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)","SQL Server;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Desktop or Server;WordPress,WordPress,,,Visual Studio;Visual Studio Code,,45 - 54 years old,Male,Contribute to open-source projects,,,,,
92140,"Independent contractor, freelancer, or self-employed",,,6-8 years,9-11 years,Back-end developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
92378,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,0-2 years,3-5 years,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Mobile developer,,Java;JavaScript;HTML;CSS,Objective-C,MySQL;SQLite,,Salesforce,,,,Android Studio;NetBeans,MacOS,,,Contribute to open-source projects,,,,,
92443,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,3-5 years,Embedded applications or devices developer;Full-stack developer;Student,,C;C++;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,C;JavaScript;CSS,MongoDB;MySQL,MongoDB;MySQL,Arduino;Linux,Android;iOS;Linux,Angular;Node.js;React,Node.js,Atom;Sublime Text;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
92678,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,3-5 years,Back-end developer,2400.0,C#;Python;SQL;Kotlin;HTML;CSS,C#;JavaScript;Python;SQL;HTML;CSS,"MySQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)","MongoDB;SQL Server;MySQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android,Android,.NET Core,.NET Core,Android Studio;Visual Studio;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
92956,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,6-8 years,9-11 years,Back-end developer;Front-end developer;Full-stack developer,17592.0,Go;JavaScript;PHP;Ruby;SQL;HTML;CSS;Bash/Shell,Erlang;Java;JavaScript;Ruby;TypeScript;Kotlin,MongoDB;MySQL;PostgreSQL;Google Cloud Storage,MySQL;PostgreSQL;Google Cloud Storage,Google Cloud Platform/App Engine;Heroku;Linux;Mac OS;Salesforce;Windows Desktop or Server;Firebase,Google Cloud Platform/App Engine;Heroku;Linux;Mac OS;Salesforce;Firebase,Node.js;React,Hadoop;Node.js;React,Atom;Visual Studio Code,BSD/Unix,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
93380,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,24-26 years,27-29 years,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Game or graphics developer;Marketing or sales professional;System administrator,,Assembly;C;C++;JavaScript;Lua;PHP;Python;SQL;Visual Basic 6;Delphi/Object Pascal;HTML;CSS;Bash/Shell,C;C++;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;MariaDB,MySQL;MariaDB,Arduino;AWS;Linux;Windows Desktop or Server,Android;Arduino;AWS;Gaming console;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server,,,Sublime Text;Vim,Windows,35 - 44 years old,Male,Contribute to open-source projects,,,,,
94540,"Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, etc.)",,18-20 years,30 or more years,Back-end developer,77255.0,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Go;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Redis;MySQL,MongoDB;Redis;PostgreSQL;SQLite;Amazon DynamoDB;Memcached;Elasticsearch,AWS;Linux,Android;AWS;iOS;Linux;Mac OS,,Node.js;React,Sublime Text;Vim;Visual Studio Code,MacOS,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
94729,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",,30 or more years,30 or more years,Database administrator;Desktop or enterprise applications developer;Mobile developer,74856.0,PHP;Delphi/Object Pascal,PHP;Delphi/Object Pascal,,,Android;Windows Desktop or Server,Android;Windows Desktop or Server,,,Notepad++,Windows,35 - 44 years old,Male,Contribute to open-source projects,,,,,
94800,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",,0-2 years,3-5 years,Data or business analyst;Data scientist or machine learning specialist;Database administrator;Educator or academic researcher;QA or test developer,21709.0,SQL,PHP;Python,SQL Server;PostgreSQL,PostgreSQL,,,,,Notepad++;RStudio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
95217,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,6-8 years,9-11 years,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer,59892.0,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
95285,Employed full-time,Some college/university study without earning a degree,,0-2 years,3-5 years,Back-end developer;Desktop or enterprise applications developer;Embedded applications or devices developer;Game or graphics developer;Student,,C++;C#;Java;PHP;SQL;HTML;CSS,C++;Java;PHP;SQL;HTML;CSS,MySQL;PostgreSQL,MySQL;PostgreSQL,Windows Desktop or Server,AWS;Linux;Raspberry Pi;Windows Desktop or Server,,,NetBeans;Notepad++,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
95327,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,6-8 years,9-11 years,DevOps specialist;System administrator,78000.0,Go;JavaScript;Python;R;SQL;Bash/Shell,Go;Python;SQL;Bash/Shell,Cassandra;Redis;MySQL;PostgreSQL;MariaDB;Google Cloud Storage,PostgreSQL,AWS;Azure;Google Cloud Platform/App Engine;Linux;Mac OS,AWS;Linux;Mac OS,Angular;Django;Node.js;React,Django,Atom;IPython / Jupyter;Sublime Text;Vim,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
95976,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,0-2 years,3-5 years,Back-end developer;Data scientist or machine learning specialist;Desktop or enterprise applications developer;Engineering manager,,C;Java;JavaScript;Lua;Matlab;Objective-C;PHP;Python;SQL;Swift;HTML;CSS,Assembly;C;C#;Java;Python;SQL;Swift,MongoDB;SQLite,MongoDB;SQLite;Google Cloud Storage,Android;Arduino;Google Cloud Platform/App Engine;iOS;Linux;Firebase,Android;Arduino;Google Cloud Platform/App Engine;iOS;Linux,Angular;Django;Node.js;React;Xamarin,Angular;Django;Node.js;React;Xamarin,Android Studio;Eclipse;IntelliJ;Notepad++;PyCharm;Sublime Text,Windows,18 - 24 years old,Male,Contribute to open-source projects,,,,,
96844,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,6-8 years,9-11 years,Product manager,11232.0,C;Go;Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,Go;JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL,Cassandra;PostgreSQL;Elasticsearch,Android;Arduino,Android;Arduino;Windows Desktop or Server,Node.js;React;Cordova,Node.js;React;Spark;TensorFlow,Android Studio;IntelliJ;PHPStorm;Sublime Text;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
97194,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,0-2 years,0-2 years,Data scientist or machine learning specialist;Student,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
97437,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,3-5 years,6-8 years,Data scientist or machine learning specialist;Full-stack developer;Student,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
