ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities
61256,I am a developer by profession,Employed full-time,Primary/elementary school,20 to 99 employees,20,20,"Designer;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Kotlin;PHP;SQL;TypeScript,,Firebase;Microsoft SQL Server;MongoDB;MySQL,DynamoDB;Elasticsearch;MariaDB;PostgreSQL;Redis,Android;AWS;Google Cloud Platform;Heroku;Linux;Windows;WordPress,Docker;Kubernetes,ASP.NET;ASP.NET Core;jQuery;React.js,Express;Gatsby;Vue.js,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,Linux-based,40.0,Man,.NET;.NET Core;Node.js;React Native,Flutter,
61275,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,20,12,,,JavaScript;PHP;Ruby,Ruby,PostgreSQL;Redis;SQLite,PostgreSQL;Redis,AWS;Heroku;Linux,Arduino;AWS;Google Cloud Platform;Linux,jQuery;Ruby on Rails,Angular;Angular.js;jQuery;Ruby on Rails,"Github;Trello;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Linux-based,,,,,
61313,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,1,2,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist",9624.0,C#;HTML/CSS;Java;JavaScript;Kotlin;VBA,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;TypeScript;VBA,Microsoft SQL Server,Microsoft SQL Server;MongoDB;Oracle,Android;Google Cloud Platform;iOS;Linux;Raspberry Pi,Android;Arduino;Google Cloud Platform;iOS;Linux;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core;Vue.js,Angular;Angular.js;ASP.NET;ASP.NET Core;React.js,Jira;Github;Microsoft Azure;Trello,Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure;Trello,Windows,38.0,Man,.NET Core;Apache Spark;Cordova;Flutter;Unity 3D;Xamarin,.NET Core;Cordova;Flutter;Node.js;Unity 3D;Xamarin,
61321,I am a developer by profession,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,7,"Developer, back-end;Developer, mobile",,C#;Java;JavaScript;SQL;TypeScript,Dart;JavaScript;Kotlin,Cassandra;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL,Redis;SQLite,Android;Windows,Android;Arduino;AWS;Docker;Linux;Microsoft Azure;Raspberry Pi,ASP.NET;ASP.NET Core,Angular;ASP.NET Core,Github;Slack;Trello,Github;Microsoft Teams;Microsoft Azure,Windows,24.0,Man,.NET;.NET Core;Xamarin,.NET Core;Flutter;React Native,Hobby
61324,I am a developer by profession,Employed full-time,,,,,,,Bash/Shell/PowerShell;HTML/CSS;Java;PHP;Python;SQL,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Julia;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle,Cassandra;DynamoDB;MariaDB;MongoDB;MySQL;Oracle,AWS;Linux;Slack Apps and Integrations,Android;AWS;Docker;Kubernetes;Linux;Slack Apps and Integrations,Angular.js,React.js;Spring,"Jira;Gitlab;Slack;Google Suite (Docs, Meet, etc)","Jira;Gitlab;Slack;Google Suite (Docs, Meet, etc)",Linux-based,,,Ansible,Ansible;Teraform,Hobby
61326,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,,,,,Dart;HTML/CSS;JavaScript;TypeScript,Dart;HTML/CSS;JavaScript;Python;TypeScript,Firebase;MariaDB;MongoDB;MySQL;SQLite,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;Docker;Google Cloud Platform;Linux;Windows,Android;Docker;iOS;Kubernetes;Linux,Angular;Express,Angular;Django;Express;React.js,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",Linux-based,,,Cordova;Flutter;Node.js,Flutter;Node.js;React Native;TensorFlow;Unity 3D,Hobby
61331,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Less than 1 year,2,"Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",3300.0,,,,,,,,,,,,,,,,
61340,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",2,2,"Developer, full-stack",8244.0,C;C#;C++;HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL,DynamoDB;Microsoft SQL Server;MongoDB;MySQL,,Android;Arduino;AWS;Google Cloud Platform;IBM Cloud or Watson;Raspberry Pi;Windows,Arduino;AWS;Google Cloud Platform;IBM Cloud or Watson;Linux;Windows,Express;React.js,Express;React.js,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Windows,19.0,Man,Node.js;Pandas,Node.js,
61364,"I used to be a developer by profession, but no longer am",Employed full-time,,,,,,,Go;Java;JavaScript;Kotlin;Ruby;SQL,HTML/CSS;Java;JavaScript,MySQL;Oracle,Elasticsearch;MongoDB,AWS;Docker;Windows,AWS;Docker;Linux;Raspberry Pi,Spring,Angular;Angular.js;Spring,Github;Gitlab;Slack;Microsoft Teams,"Github;Google Suite (Docs, Meet, etc)",Linux-based,,,,Node.js,
61365,I code primarily as a hobby,Employed full-time,,,,,,,,,,,,,,,,,,,,,,Hobby
61386,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",16,21,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Educator;System administrator",27492.0,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,MySQL;Oracle;SQLite,Firebase;MongoDB;MySQL;Oracle;SQLite,Android;Windows;WordPress,Android;Google Cloud Platform;iOS;Windows;WordPress,Angular;Angular.js;ASP.NET;ASP.NET Core;Django;jQuery,Angular;Angular.js;ASP.NET;ASP.NET Core;Django;jQuery,Github,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",Windows,47.0,Man,.NET;.NET Core;Cordova;Node.js;React Native,.NET;.NET Core;Cordova;Flutter;Node.js;React Native,Hobby
61416,"I used to be a developer by profession, but no longer am","Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,16,20,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, mobile;Senior executive/VP",,C#;HTML/CSS;SQL;TypeScript,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,Android;iOS;Microsoft Azure;Windows;WordPress,Android;Docker;iOS;Microsoft Azure;Windows,Angular;ASP.NET;ASP.NET Core;React.js,Angular;ASP.NET Core,Microsoft Teams;Microsoft Azure,Microsoft Teams;Microsoft Azure,Windows,37.0,Man,.NET;.NET Core;Cordova;React Native,.NET;.NET Core;Cordova,Hobby
61417,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,5,9,"Developer, back-end;Developer, front-end;Developer, full-stack",16488.0,HTML/CSS;JavaScript;Python;SQL;TypeScript,Python;SQL,MySQL;PostgreSQL;Redis,PostgreSQL;Redis,AWS;Docker;Heroku;Linux;MacOS,AWS;Docker;Linux,Django;React.js,Django;React.js,Confluence;Jira;Github;Slack,Jira;Github;Slack,MacOS,27.0,Man,Node.js,,Hobby
61423,"I used to be a developer by profession, but no longer am",Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,3,12,"Data or business analyst;Developer, front-end;Developer, mobile;Developer, QA or test",,HTML/CSS;JavaScript;Python;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;Oracle,,Android;Google Cloud Platform,Android;Google Cloud Platform,React.js,Django;Express;Gatsby;React.js,"Github;Trello;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Linux-based,30.0,Man,Node.js;Pandas,Flutter;Node.js;Pandas;React Native,Hobby
61429,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,,,,HTML/CSS;Java;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript,MySQL,,Windows,Windows,Angular;jQuery;React.js;Vue.js,Angular;jQuery,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Windows,,,,,
61456,I am a student who is learning to code,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,2,,,Python,Go;HTML/CSS;JavaScript;Python;SQL,MySQL,PostgreSQL,Linux,Linux,,,Github,Github,Linux-based,20.0,Man,,Node.js,Hobby
61466,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",,16,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",27492.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;SQLite,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;SQLite,AWS;Docker;Google Cloud Platform;Linux;MacOS;Microsoft Azure;Windows;WordPress,AWS;Docker;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Windows;WordPress,Angular;ASP.NET;ASP.NET Core;Django;Express;jQuery;Laravel;Vue.js,ASP.NET;ASP.NET Core;Django;Express;Vue.js,Confluence;Jira;Gitlab;Slack,Confluence;Jira;Gitlab;Microsoft Teams,Windows,33.0,Man,.NET;.NET Core;Node.js,.NET;.NET Core;Chef;Node.js;Puppet;Teraform;Xamarin,
61486,I am a student who is learning to code,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,6,,,C;C#;C++;Go;Haskell;HTML/CSS;JavaScript;Python,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;JavaScript;Rust,,,Linux;Windows,Android;Heroku;Linux;Windows,,,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Linux-based,,,Unity 3D,Unity 3D,Hobby
61487,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,6,12,"Data scientist or machine learning specialist;Database administrator;Developer, full-stack;Engineer, data;Engineering manager",27492.0,Assembly;Bash/Shell/PowerShell;C;C++;Haskell;Java;JavaScript;Python;Ruby;Scala;SQL,Bash/Shell/PowerShell;JavaScript;Kotlin;Python;Scala;SQL;Swift,DynamoDB;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,DynamoDB;MongoDB;PostgreSQL;Redis,Arduino;AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi,Android;Arduino;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Angular;Angular.js;Django;Flask;Ruby on Rails;Vue.js,Django;Flask;Vue.js,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Linux-based,28.0,Man,Chef;Hadoop;Keras;Node.js;Pandas;Puppet;Torch/PyTorch,Hadoop;Keras;Node.js;Pandas;TensorFlow;Torch/PyTorch,Hobby
61532,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,15,33,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,MongoDB;PostgreSQL;SQLite,Android;Windows,Android;Arduino;Raspberry Pi;Windows,Angular;Angular.js;Express;jQuery,Angular,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Github;Slack,Windows,,Man,Cordova;Node.js,Cordova;Node.js,Hobby
61576,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,3,12,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end",9624.0,HTML/CSS;Java;JavaScript;Python;SQL,Java;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Docker;Windows,AWS;Docker;Windows,Spring,Spring,"Confluence;Jira;Github;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",Windows,30.0,Man,,,
61578,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",3,7,"Developer, back-end;Developer, desktop or enterprise applications",,HTML/CSS;Java;SQL,Assembly;Bash/Shell/PowerShell;Java;Kotlin;SQL,DynamoDB;Microsoft SQL Server;MongoDB;MySQL;Oracle,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle,Android;Arduino;Docker;Linux;Windows,Arduino;Docker;Google Cloud Platform;IBM Cloud or Watson;iOS;Kubernetes;Linux;Microsoft Azure,Spring,Angular;Angular.js;Django;React.js;Spring;Vue.js,Github;Gitlab;Microsoft Teams;Trello,Jira;Github;Gitlab;Microsoft Teams;Trello,Linux-based,23.0,Man,,Node.js;React Native;Teraform,Hobby
61579,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,8,10,"Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",17868.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;TypeScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;TypeScript,Firebase;MariaDB;MongoDB;MySQL,MariaDB;MySQL,Android;Docker;Heroku;Linux;MacOS;WordPress,Android;Docker;Linux;MacOS;WordPress,Angular;Angular.js;Express;jQuery;React.js,Express;jQuery;React.js,"Jira;Github;Gitlab;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",MacOS,30.0,Man,Cordova;Node.js;React Native,Node.js;React Native,Hobby
61587,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,4,5,"Developer, full-stack;Developer, mobile",17040.0,JavaScript,JavaScript,MongoDB,MongoDB,Arduino;Linux;Raspberry Pi,Arduino;Linux;Raspberry Pi,React.js,React.js,"Jira;Github;Facebook Workplace;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Facebook Workplace;Trello;Google Suite (Docs, Meet, etc)",Linux-based,22.0,Man,Node.js;React Native,Node.js;React Native,Hobby
61589,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,7,9,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end",35736.0,C#;HTML/CSS;JavaScript;Python;R;SQL,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Firebase;Microsoft SQL Server;MongoDB;Oracle;SQLite,Cassandra;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;Oracle;Redis;SQLite,MacOS;Windows,Android;AWS;Docker;Kubernetes;Linux;MacOS,ASP.NET;Express;jQuery,Angular;ASP.NET;ASP.NET Core;Express;React.js,Github;Gitlab;Facebook Workplace;Slack;Trello,Github;Facebook Workplace;Trello,Windows,31.0,Man,.NET;Node.js,.NET;.NET Core;Ansible;TensorFlow;Unity 3D,Hobby
61593,I am a developer by profession,Employed full-time,,,,,,,PHP;Python;SQL,C;C++;Go;Python,Firebase;MySQL;PostgreSQL;Redis;SQLite,Cassandra;Firebase;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Linux,AWS;Docker;IBM Cloud or Watson;Linux,Django;Flask,Django;React.js;Spring;Vue.js,Confluence;Jira;Github;Gitlab;Slack;Trello,Confluence;Jira;Trello,Linux-based,,,Pandas,Pandas,
61606,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,6,12,"Developer, front-end;Developer, full-stack;Developer, mobile",12924.0,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,DynamoDB;Firebase;MongoDB,DynamoDB;Firebase;MongoDB,AWS;Google Cloud Platform;Linux;Raspberry Pi;Windows,AWS;Google Cloud Platform;Linux;Raspberry Pi;Windows,Express;Gatsby;React.js,Express;Gatsby;React.js,"Jira;Github;Facebook Workplace;Google Suite (Docs, Meet, etc)","Jira;Github;Facebook Workplace;Google Suite (Docs, Meet, etc)",Windows,27.0,Man,Node.js;React Native,Node.js;React Native,Hobby
61607,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2,9,,,C++;Java;Kotlin,Dart;Kotlin;Python,SQLite,Firebase;MongoDB;SQLite,Android;Arduino;Linux;Slack Apps and Integrations,Android;Docker;Kubernetes;Linux;Raspberry Pi;Slack Apps and Integrations,Express,Django;Express,Github;Slack,Confluence;Jira;Github;Slack,Linux-based,,,Node.js;Unity 3D,Node.js;TensorFlow,Hobby
61644,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,10,11,"Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Developer, back-end",11952.0,C++;Java;Python;SQL,Java;Python;SQL,DynamoDB;IBM DB2;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,DynamoDB;Oracle;PostgreSQL;SQLite,Android;Arduino;AWS;Linux;Microsoft Azure;Slack Apps and Integrations,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Slack Apps and Integrations,Spring,ASP.NET;ASP.NET Core;React.js;Spring,"Jira;Github;Gitlab;Facebook Workplace;Slack;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Facebook Workplace;Slack;Google Suite (Docs, Meet, etc)",Linux-based,28.0,Man,Node.js;Pandas;TensorFlow,.NET;.NET Core;Keras;Node.js;Pandas;TensorFlow;Teraform;Torch/PyTorch;Xamarin,Hobby
61676,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,11,16,"Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",57250.0,,,,,,,,,,,,,,,,Hobby
61685,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,10,16,"Developer, back-end;Developer, desktop or enterprise applications",21996.0,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Kotlin;PHP;SQL,,Cassandra;DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis,,Android;Docker;Heroku;Linux,,Angular.js;Symfony,,"Confluence;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",,Linux-based,,,Node.js;Teraform,,Hobby
61758,I am a student who is learning to code,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,3,,,Assembly;Bash/Shell/PowerShell;C;C++;Haskell;Java;Python;Rust,C;C++;Go;Haskell;PHP;Python;Rust;Scala;SQL,,,Arduino;Linux,Android;Arduino;Google Cloud Platform;Heroku;Linux;Raspberry Pi;Windows,Flask,Laravel;React.js,Github;Gitlab;Slack;Trello,Jira;Github;Slack;Trello,Linux-based,19.0,Man,Pandas;Unreal Engine,Pandas;React Native;Unity 3D;Unreal Engine,Hobby
61782,I am a developer by profession,"Not employed, but looking for work",,,,2,"Developer, mobile",,Java;JavaScript;Kotlin,C++;Dart;Rust,MongoDB;MySQL;PostgreSQL,Cassandra;DynamoDB;Redis,Android;Docker;Linux;WordPress,,Angular;Angular.js;Express;jQuery;React.js,,,,Linux-based,,,Flutter;Node.js;Pandas;React Native,,Hobby
61812,I am a developer by profession,"Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,11,"Developer, back-end;Developer, front-end;Developer, full-stack",,C;Haskell;HTML/CSS;JavaScript,C;Haskell;HTML/CSS;JavaScript;Rust,,DynamoDB;MongoDB;MySQL;PostgreSQL;Redis,AWS,Android;AWS;Docker;Heroku,React.js,Express;React.js,Github,Github,Linux-based,28.0,Man,Node.js,Node.js;React Native,Hobby
61818,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",2,10,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",,JavaScript;Python;Rust,Go;JavaScript;Python;Rust,MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,AWS;Docker;Linux,AWS;Docker;Linux,Express;React.js,Express;React.js,Github,Github,Linux-based,,,Node.js,Node.js,
61829,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,3,5,"Database administrator;Developer, back-end;Engineer, data;Engineer, site reliability",,Go;JavaScript;Python;Rust;SQL;TypeScript,Rust,Firebase;PostgreSQL,Cassandra;Firebase;PostgreSQL,AWS;Docker;Google Cloud Platform,Docker;Google Cloud Platform,Express;Flask;Vue.js,React.js,Confluence;Jira;Github;Slack;Microsoft Azure,Github;Slack;Microsoft Azure,MacOS,21.0,Man,Apache Spark;Node.js;Pandas,Apache Spark;Pandas,Hobby
61836,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Professional degree (JD, MD, etc.)","1,000 to 4,999 employees",,5,"Developer, front-end;Developer, full-stack",35736.0,C;C#;HTML/CSS;Java;JavaScript;Python;TypeScript;VBA,C#;HTML/CSS;JavaScript;Python;TypeScript,Firebase;Microsoft SQL Server;MongoDB;MySQL,Firebase;MongoDB,AWS;Docker;Heroku;Linux,Docker;Linux,Angular;ASP.NET Core;Express;jQuery,Angular;ASP.NET Core;Express;Vue.js,"Github;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Windows,27.0,Man,.NET Core;Node.js;Pandas,.NET Core;Node.js;Pandas,Hobby
61864,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,"10,000 or more employees",1,3,"Developer, desktop or enterprise applications",4944.0,C#;SQL;TypeScript,C#;SQL;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server,,,Angular;ASP.NET;ASP.NET Core,Angular;ASP.NET;React.js,"Jira;Github;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Windows,19.0,Man,.NET;.NET Core;Hadoop,.NET;React Native,
61911,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,13,18,"Developer, full-stack;DevOps specialist;Engineer, site reliability",,HTML/CSS;Java;JavaScript;Rust,Go;JavaScript;Python;Rust,Elasticsearch;MariaDB;PostgreSQL;Redis,MariaDB;PostgreSQL;Redis,Docker;Linux;MacOS,Android;Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,Express;jQuery;Vue.js,Express;jQuery;Vue.js,Github,Jira;Github;Gitlab;Microsoft Azure,Linux-based,46.0,Man,Ansible;Node.js,Ansible;Chef;Flutter;Keras;Node.js;Puppet;TensorFlow;Teraform,Hobby
61934,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2,6,"Developer, back-end;Developer, front-end;Developer, full-stack",12372.0,Assembly;C;C++;HTML/CSS;Java;JavaScript;Julia;Python;SQL;Swift,C++;Dart;Java;Python;SQL,IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,Cassandra;Elasticsearch;Firebase;PostgreSQL,Heroku;WordPress,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Microsoft Azure;Slack Apps and Integrations,jQuery;Spring,Spring,"Github;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Github;Microsoft Azure;Google Suite (Docs, Meet, etc)",Windows,26.0,Man,,Flutter;Hadoop;Pandas;TensorFlow;Torch/PyTorch;Unity 3D;Unreal Engine,Hobby
61935,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Just me - I am a freelancer, sole proprietor, etc.",1,1,"Developer, full-stack",,HTML/CSS;JavaScript;Rust;SQL;TypeScript,Haskell;Rust;TypeScript,PostgreSQL,DynamoDB;Redis,AWS,AWS,Express;React.js,React.js,Github,,MacOS,,,Node.js,Flutter;React Native;TensorFlow,Hobby
61939,I am a developer by profession,Employed full-time,,,,,,,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;Swift,C;C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;Python;Swift;TypeScript,Elasticsearch;MongoDB;MySQL,Elasticsearch;MongoDB,Android;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations,Android;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS;Slack Apps and Integrations,Django;Express;Flask;React.js,React.js,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Slack;Google Suite (Docs, Meet, etc)",MacOS,,,Flutter;Node.js;React Native,Flutter;Node.js;React Native,Hobby
61955,"I used to be a developer by profession, but no longer am",Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,19,27,"Developer, back-end;DevOps specialist;Engineer, site reliability;Engineering manager",,Bash/Shell/PowerShell;Python;SQL,Bash/Shell/PowerShell;Go;Python;SQL,DynamoDB;PostgreSQL,DynamoDB;Elasticsearch;PostgreSQL,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,,,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",MacOS,40.0,Man,Ansible;Teraform,Teraform,Hobby
